repo,time_period,pBFC_rate,pRevert_rate,pBIC_rate,pBIC_count,total_commits_prod,unique_authors,avg_commits_per_author,total_commits_emotions,frustration_count,frustration_ratio,avg_frustration_score,satisfaction_count,satisfaction_ratio,avg_satisfaction_score,neutral_count,neutral_ratio,avg_neutral_score,caution_count,caution_ratio,avg_caution_score,avg_emotion_score_overall,avg_files_changed,avg_lines_added,avg_lines_deleted,commits_with_churn
gcc-mirror/gcc,2002-Q3,0.2857142857142857,0.0,0.5714285714285714,4,7,6,1.1666666666666667,7,0,0.0,,1,0.14285714285714285,0.5546884,6,0.8571428571428571,0.9335232983333333,0,0.0,,0.8794040271428571,0.0,0.0,0.0,0
gcc-mirror/gcc,2002-Q4,0.14285714285714285,0.0,0.8571428571428571,6,7,7,1.0,7,2,0.2857142857142857,0.80900735,0,0.0,,5,0.7142857142857143,0.95611862,0,0.0,,0.9140868285714285,0.0,0.0,0.0,0
gcc-mirror/gcc,2003-Q1,0.3,0.0,0.6,6,10,9,1.1111111111111112,10,2,0.2,0.8150313,2,0.2,0.7007231549999999,6,0.6,0.9905068033333334,0,0.0,,0.897454973,0.0,0.0,0.0,0
gcc-mirror/gcc,2003-Q2,0.09090909090909091,0.0,0.9090909090909091,10,11,10,1.1,11,2,0.18181818181818182,0.97736095,0,0.0,,7,0.6363636363636364,0.9985221642857143,2,0.18181818181818182,0.98873202,0.9928946445454546,0.0,0.0,0.0,0
gcc-mirror/gcc,2003-Q3,0.1111111111111111,0.0,0.8888888888888888,8,9,8,1.125,9,1,0.1111111111111111,0.9995347,0,0.0,,7,0.7777777777777778,0.9916721857142857,1,0.1111111111111111,0.9993799,0.993402211111111,0.0,0.0,0.0,0
gcc-mirror/gcc,2003-Q4,0.2,0.0,0.8,8,10,9,1.1111111111111112,10,2,0.2,0.99881184,1,0.1,0.9978387,7,0.7,0.9907941742857143,0,0.0,,0.99310216,0.0,0.0,0.0,0
gcc-mirror/gcc,2004-Q1,0.0,0.0,1.0,11,11,10,1.1,11,3,0.2727272727272727,0.60244401,0,0.0,,8,0.7272727272727273,0.96190376125,0,0.0,,0.8638692836363636,0.0,0.0,0.0,0
gcc-mirror/gcc,2004-Q2,0.3333333333333333,0.1111111111111111,0.6666666666666666,6,9,8,1.125,9,2,0.2222222222222222,0.9964673500000001,1,0.1111111111111111,0.9983133,6,0.6666666666666666,0.9983042983333333,0,0.0,,0.9978970877777777,0.0,0.0,0.0,0
gcc-mirror/gcc,2004-Q3,0.3076923076923077,0.0,0.6923076923076923,9,13,13,1.0,13,4,0.3076923076923077,0.9258739975,1,0.07692307692307693,0.9991234,8,0.6153846153846154,0.9673342,0,0.0,,0.9570225376923077,0.0,0.0,0.0,0
gcc-mirror/gcc,2004-Q4,0.16666666666666666,0.0,0.8333333333333334,10,12,11,1.0909090909090908,12,0,0.0,,0,0.0,,11,0.9166666666666666,0.9989006409090909,1,0.08333333333333333,0.9995896,0.9989580541666667,0.0,0.0,0.0,0
gcc-mirror/gcc,2005-Q1,0.7272727272727273,0.0,0.2727272727272727,3,11,9,1.2222222222222223,11,3,0.2727272727272727,0.9894153566666667,1,0.09090909090909091,0.99808514,6,0.5454545454545454,0.99880141,1,0.09090909090909091,0.99941134,0.9962319100000001,0.0,0.0,0.0,0
gcc-mirror/gcc,2005-Q2,0.09090909090909091,0.0,0.9090909090909091,10,11,9,1.2222222222222223,11,0,0.0,,1,0.09090909090909091,0.9991628,10,0.9090909090909091,0.988824882,0,0.0,,0.9897646927272727,0.0,0.0,0.0,0
gcc-mirror/gcc,2005-Q3,0.125,0.0,0.875,7,8,7,1.1428571428571428,8,0,0.0,,2,0.25,0.9898645749999999,5,0.625,0.9951095820000001,1,0.125,0.95337796,0.9885818775,0.0,0.0,0.0,0
gcc-mirror/gcc,2005-Q4,0.25,0.0,0.75,6,8,8,1.0,8,0,0.0,,1,0.125,0.997468,5,0.625,0.959788516,2,0.25,0.999339475,0.97438619125,0.0,0.0,0.0,0
gcc-mirror/gcc,2006-Q1,0.0,0.0,1.0,8,8,8,1.0,8,2,0.25,0.99909851,0,0.0,,6,0.75,0.9967819983333334,0,0.0,,0.99736112625,0.0,0.0,0.0,0
gcc-mirror/gcc,2006-Q2,0.16666666666666666,0.0,0.8333333333333334,5,6,6,1.0,6,1,0.16666666666666666,0.9940791,1,0.16666666666666666,0.9940825,4,0.6666666666666666,0.9624537375,0,0.0,,0.9729960916666668,0.0,0.0,0.0,0
gcc-mirror/gcc,2006-Q3,0.4,0.0,0.6,3,5,5,1.0,5,0,0.0,,2,0.4,0.98165338,3,0.6,0.99596558,0,0.0,,0.9902407,0.0,0.0,0.0,0
gcc-mirror/gcc,2006-Q4,0.14285714285714285,0.0,0.8571428571428571,6,7,7,1.0,7,3,0.42857142857142855,0.8913537433333333,0,0.0,,3,0.42857142857142855,0.97797287,1,0.14285714285714285,0.69726855,0.90074977,0.0,0.0,0.0,0
gcc-mirror/gcc,2007-Q1,0.2222222222222222,0.0,0.7777777777777778,7,9,8,1.125,9,2,0.2222222222222222,0.99688393,0,0.0,,7,0.7777777777777778,0.9563621642857143,0,0.0,,0.9653670011111112,0.0,0.0,0.0,0
gcc-mirror/gcc,2007-Q2,0.375,0.0,0.625,5,8,7,1.1428571428571428,8,2,0.25,0.77540413,1,0.125,0.89280677,4,0.5,0.99642304,1,0.125,0.99964416,0.92861891875,0.0,0.0,0.0,0
gcc-mirror/gcc,2007-Q3,0.0,0.0,1.0,8,8,8,1.0,8,2,0.25,0.6071894499999999,2,0.25,0.99912977,4,0.5,0.9520206075,0,0.0,,0.87759010875,0.0,0.0,0.0,0
gcc-mirror/gcc,2007-Q4,0.14285714285714285,0.0,0.8571428571428571,6,7,6,1.1666666666666667,7,3,0.42857142857142855,0.9635015,0,0.0,,4,0.5714285714285714,0.989362735,0,0.0,,0.9782793485714285,0.0,0.0,0.0,0
gcc-mirror/gcc,2008-Q1,0.14285714285714285,0.0,0.8571428571428571,6,7,6,1.1666666666666667,7,0,0.0,,0,0.0,,6,0.8571428571428571,0.9972412133333334,1,0.14285714285714285,0.9986822,0.9974470685714286,0.0,0.0,0.0,0
gcc-mirror/gcc,2008-Q2,0.0,0.0,1.0,7,7,6,1.1666666666666667,7,1,0.14285714285714285,0.8294748,0,0.0,,5,0.7142857142857143,0.97251534,1,0.14285714285714285,0.99966323,0.9559592471428572,0.0,0.0,0.0,0
gcc-mirror/gcc,2008-Q3,0.0,0.0,1.0,8,8,7,1.1428571428571428,8,0,0.0,,0,0.0,,8,1.0,0.99741504875,0,0.0,,0.99741504875,0.0,0.0,0.0,0
gcc-mirror/gcc,2008-Q4,0.0,0.0,1.0,6,6,5,1.2,6,0,0.0,,2,0.3333333333333333,0.897096275,4,0.6666666666666666,0.9955390275,0,0.0,,0.9627247766666667,0.0,0.0,0.0,0
gcc-mirror/gcc,2009-Q1,0.2,0.0,0.6,3,5,5,1.0,5,2,0.4,0.992146875,1,0.2,0.6640101,2,0.4,0.9981516500000001,0,0.0,,0.9289214300000002,0.0,0.0,0.0,0
gcc-mirror/gcc,2009-Q2,0.3,0.0,0.7,7,10,8,1.25,10,2,0.2,0.8800323,2,0.2,0.99929438,4,0.4,0.9914444075,2,0.2,0.9996411999999999,0.9723713390000001,0.0,0.0,0.0,0
gcc-mirror/gcc,2009-Q3,0.25,0.0,0.75,6,8,6,1.3333333333333333,8,2,0.25,0.9975944,0,0.0,,5,0.625,0.9879598079999999,1,0.125,0.9876237,0.9903264425,0.0,0.0,0.0,0
gcc-mirror/gcc,2009-Q4,0.2857142857142857,0.0,0.7142857142857143,5,7,7,1.0,7,3,0.42857142857142855,0.8819686566666668,1,0.14285714285714285,0.99485403,2,0.2857142857142857,0.9968186,1,0.14285714285714285,0.99936205,0.9476798928571428,0.0,0.0,0.0,0
gcc-mirror/gcc,2010-Q1,0.2857142857142857,0.0,0.7142857142857143,5,7,6,1.1666666666666667,7,2,0.2857142857142857,0.99112032,0,0.0,,5,0.7142857142857143,0.95614793,0,0.0,,0.9661400414285714,0.0,0.0,0.0,0
gcc-mirror/gcc,2010-Q2,0.2,0.0,0.8,8,10,9,1.1111111111111112,10,2,0.2,0.9929666500000001,1,0.1,0.719811,6,0.6,0.9986256933333334,1,0.1,0.99965,0.9697148459999999,0.0,0.0,0.0,0
gcc-mirror/gcc,2010-Q3,0.2,0.0,0.8,8,10,9,1.1111111111111112,10,0,0.0,,1,0.1,0.9821302,8,0.8,0.99228210375,1,0.1,0.99663913,0.9917026159999999,0.0,0.0,0.0,0
gcc-mirror/gcc,2010-Q4,0.09090909090909091,0.0,0.8181818181818182,9,11,8,1.375,11,2,0.18181818181818182,0.994070055,1,0.09090909090909091,0.99919695,8,0.7272727272727273,0.95913953875,0,0.0,,0.9691321245454545,0.0,0.0,0.0,0
gcc-mirror/gcc,2011-Q1,0.25,0.0,0.75,6,8,8,1.0,8,1,0.125,0.99947315,1,0.125,0.93157214,5,0.625,0.943901222,1,0.125,0.9993542,0.9562382,0.0,0.0,0.0,0
gcc-mirror/gcc,2011-Q2,0.0,0.0,1.0,11,11,9,1.2222222222222223,11,1,0.09090909090909091,0.9996051,0,0.0,,10,0.9090909090909091,0.9970613150000001,0,0.0,,0.9972925681818182,0.0,0.0,0.0,0
gcc-mirror/gcc,2011-Q3,0.2727272727272727,0.0,0.7272727272727273,8,11,9,1.2222222222222223,11,1,0.09090909090909091,0.9996191,0,0.0,,8,0.7272727272727273,0.98482501,2,0.18181818181818182,0.9991871999999999,0.9887812345454545,0.0,0.0,0.0,0
gcc-mirror/gcc,2011-Q4,0.09090909090909091,0.0,0.9090909090909091,10,11,9,1.2222222222222223,11,3,0.2727272727272727,0.99295279,1,0.09090909090909091,0.9991934,7,0.6363636363636364,0.9987714471428571,0,0.0,,0.9972228999999999,0.0,0.0,0.0,0
gcc-mirror/gcc,2012-Q1,0.1111111111111111,0.0,0.8888888888888888,8,9,8,1.125,9,1,0.1111111111111111,0.91723925,0,0.0,,8,0.8888888888888888,0.97779751,0,0.0,,0.9710688144444445,0.0,0.0,0.0,0
gcc-mirror/gcc,2012-Q2,0.25,0.0,0.75,6,8,7,1.1428571428571428,8,1,0.125,0.9993629,0,0.0,,6,0.75,0.9731609149999999,1,0.125,0.99962044,0.97974360375,0.0,0.0,0.0,0
gcc-mirror/gcc,2012-Q3,0.2857142857142857,0.0,0.7142857142857143,5,7,6,1.1666666666666667,7,1,0.14285714285714285,0.99833184,0,0.0,,6,0.8571428571428571,0.98707938,0,0.0,,0.9886868742857143,0.0,0.0,0.0,0
gcc-mirror/gcc,2012-Q4,0.2222222222222222,0.0,0.7777777777777778,7,9,9,1.0,9,2,0.2222222222222222,0.9909003000000001,2,0.2222222222222222,0.97839063,5,0.5555555555555556,0.99810818,0,0.0,,0.9921247511111111,0.0,0.0,0.0,0
gcc-mirror/gcc,2013-Q1,0.16666666666666666,0.0,0.6666666666666666,4,6,6,1.0,6,0,0.0,,0,0.0,,6,1.0,0.9154781949999999,0,0.0,,0.9154781949999999,0.0,0.0,0.0,0
gcc-mirror/gcc,2013-Q2,0.5,0.0,0.5,4,8,7,1.1428571428571428,8,0,0.0,,1,0.125,0.9900031,6,0.75,0.9954047916666666,1,0.125,0.9992176,0.99520618125,0.0,0.0,0.0,0
gcc-mirror/gcc,2013-Q3,0.14285714285714285,0.0,0.8571428571428571,6,7,7,1.0,7,1,0.14285714285714285,0.98859334,0,0.0,,6,0.8571428571428571,0.9982692366666667,0,0.0,,0.9968869657142857,0.0,0.0,0.0,0
gcc-mirror/gcc,2013-Q4,0.3333333333333333,0.0,0.6666666666666666,6,9,7,1.2857142857142858,9,3,0.3333333333333333,0.8862001333333334,0,0.0,,5,0.5555555555555556,0.9985769900000001,1,0.1111111111111111,0.99962926,0.9612349566666667,0.0,0.0,0.0,0
gcc-mirror/gcc,2014-Q1,0.125,0.0,0.875,7,8,8,1.0,8,1,0.125,0.9974728,2,0.25,0.984894685,5,0.625,0.9594872779999999,0,0.0,,0.97058732,0.0,0.0,0.0,0
gcc-mirror/gcc,2014-Q2,0.2222222222222222,0.0,0.7777777777777778,7,9,9,1.0,9,1,0.1111111111111111,0.9989166,0,0.0,,8,0.8888888888888888,0.99532695,0,0.0,,0.9957258000000001,0.0,0.0,0.0,0
gcc-mirror/gcc,2014-Q3,0.3,0.0,0.7,7,10,8,1.25,10,2,0.2,0.878670245,1,0.1,0.99900025,6,0.6,0.98682801,1,0.1,0.99791104,0.967521984,0.0,0.0,0.0,0
gcc-mirror/gcc,2014-Q4,0.36363636363636365,0.09090909090909091,0.6363636363636364,7,11,10,1.1,11,1,0.09090909090909091,0.99816304,1,0.09090909090909091,0.99831235,8,0.7272727272727273,0.965749965,1,0.09090909090909091,0.99961746,0.9747356881818181,0.0,0.0,0.0,0
gcc-mirror/gcc,2015-Q1,0.375,0.0,0.625,5,8,8,1.0,8,2,0.25,0.9745873,0,0.0,,6,0.75,0.9987557333333333,0,0.0,,0.992713625,0.0,0.0,0.0,0
gcc-mirror/gcc,2015-Q2,0.0,0.1111111111111111,1.0,9,9,9,1.0,9,1,0.1111111111111111,0.81680804,0,0.0,,7,0.7777777777777778,0.9953275242857142,1,0.1111111111111111,0.999648,0.9759720788888888,0.0,0.0,0.0,0
gcc-mirror/gcc,2015-Q3,0.42857142857142855,0.14285714285714285,0.5714285714285714,4,7,7,1.0,7,1,0.14285714285714285,0.99883217,1,0.14285714285714285,0.9350416,4,0.5714285714285714,0.99390076,1,0.14285714285714285,0.546884,0.9223372585714286,0.0,0.0,0.0,0
gcc-mirror/gcc,2015-Q4,0.5,0.08333333333333333,0.4166666666666667,5,12,12,1.0,12,4,0.3333333333333333,0.993276835,2,0.16666666666666666,0.6045017500000001,6,0.5,0.9471393250000001,0,0.0,,0.9054122324999999,0.0,0.0,0.0,0
gcc-mirror/gcc,2016-Q1,0.125,0.0,0.875,7,8,7,1.1428571428571428,8,2,0.25,0.9796248750000001,0,0.0,,6,0.75,0.9457139466666667,0,0.0,,0.95419167875,0.0,0.0,0.0,0
gcc-mirror/gcc,2016-Q2,0.3333333333333333,0.0,0.6666666666666666,6,9,7,1.2857142857142858,9,2,0.2222222222222222,0.9482039,0,0.0,,4,0.4444444444444444,0.97004711,3,0.3333333333333333,0.84562737,0.9237198166666667,0.0,0.0,0.0,0
gcc-mirror/gcc,2016-Q3,0.625,0.0,0.375,3,8,7,1.1428571428571428,8,2,0.25,0.936128485,1,0.125,0.8771649,4,0.5,0.9963743125,1,0.125,0.99952924,0.966806045,0.0,0.0,0.0,0
gcc-mirror/gcc,2016-Q4,0.5,0.0,0.5,5,10,10,1.0,10,3,0.3,0.8407996333333334,0,0.0,,6,0.6,0.9922516566666667,1,0.1,0.99959356,0.94755024,0.0,0.0,0.0,0
gcc-mirror/gcc,2017-Q1,0.1111111111111111,0.0,0.8888888888888888,8,9,6,1.5,9,2,0.2222222222222222,0.9995491350000001,0,0.0,,5,0.5555555555555556,0.9428396299999999,2,0.2222222222222222,0.992433,0.966462491111111,0.0,0.0,0.0,0
gcc-mirror/gcc,2017-Q2,0.2,0.0,0.8,8,10,8,1.25,10,1,0.1,0.5074805,0,0.0,,9,0.9,0.9968682344444445,0,0.0,,0.947929461,0.0,0.0,0.0,0
gcc-mirror/gcc,2017-Q3,0.5714285714285714,0.0,0.42857142857142855,3,7,7,1.0,7,0,0.0,,0,0.0,,6,0.8571428571428571,0.9857988933333334,1,0.14285714285714285,0.6649499,0.9399633228571428,0.0,0.0,0.0,0
gcc-mirror/gcc,2017-Q4,0.2222222222222222,0.0,0.7777777777777778,7,9,9,1.0,9,2,0.2222222222222222,0.91619318,0,0.0,,6,0.6666666666666666,0.9666153216666666,1,0.1111111111111111,0.9995403,0.9590687322222222,0.0,0.0,0.0,0
gcc-mirror/gcc,2018-Q1,0.2222222222222222,0.0,0.7777777777777778,7,9,9,1.0,9,4,0.4444444444444444,0.9967595225,0,0.0,,4,0.4444444444444444,0.9988817125,1,0.1111111111111111,0.99968183,0.9980274188888889,0.0,0.0,0.0,0
gcc-mirror/gcc,2018-Q2,0.2222222222222222,0.0,0.7777777777777778,7,9,9,1.0,9,2,0.2222222222222222,0.96366337,1,0.1111111111111111,0.99722016,6,0.6666666666666666,0.9858234283333333,0,0.0,,0.9821652744444445,0.0,0.0,0.0,0
gcc-mirror/gcc,2018-Q3,0.625,0.0,0.375,3,8,8,1.0,8,2,0.25,0.99863507,1,0.125,0.99767166,4,0.5,0.997169025,1,0.125,0.999635,0.9979066125,0.0,0.0,0.0,0
gcc-mirror/gcc,2018-Q4,0.5,0.0,0.5,4,8,8,1.0,8,3,0.375,0.959537,0,0.0,,2,0.25,0.997665765,3,0.375,0.9814367466666667,0.97728159625,0.0,0.0,0.0,0
gcc-mirror/gcc,2019-Q1,0.375,0.0,0.625,5,8,7,1.1428571428571428,8,1,0.125,0.9916952,2,0.25,0.9966854350000001,3,0.375,0.9466939666666666,2,0.25,0.9991387350000001,0.97792818,0.0,0.0,0.0,0
gcc-mirror/gcc,2019-Q2,0.125,0.0,0.75,6,8,7,1.1428571428571428,8,1,0.125,0.8882922,1,0.125,0.8251969,5,0.625,0.927352194,1,0.125,0.9716913,0.91524267125,0.0,0.0,0.0,0
gcc-mirror/gcc,2019-Q3,0.3333333333333333,0.0,0.6666666666666666,6,9,7,1.2857142857142858,9,1,0.1111111111111111,0.99884725,2,0.2222222222222222,0.9975750999999999,5,0.5555555555555556,0.976347244,1,0.1111111111111111,0.99937856,0.986123581111111,0.0,0.0,0.0,0
gcc-mirror/gcc,2019-Q4,0.45454545454545453,0.0,0.5454545454545454,6,11,11,1.0,11,3,0.2727272727272727,0.9989886333333334,1,0.09090909090909091,0.9836987,5,0.45454545454545453,0.986909772,2,0.18181818181818182,0.99959865,0.9922191600000001,0.0,0.0,0.0,0
gcc-mirror/gcc,2020-Q1,0.1111111111111111,0.0,0.8888888888888888,8,9,8,1.125,9,0,0.0,,5,0.5555555555555556,0.98599583,3,0.3333333333333333,0.97052325,1,0.1111111111111111,0.99866164,0.9822456155555555,0.0,0.0,0.0,0
gcc-mirror/gcc,2020-Q2,0.3333333333333333,0.0,0.6666666666666666,6,9,6,1.5,9,3,0.3333333333333333,0.8751388333333333,2,0.2222222222222222,0.99609322,3,0.3333333333333333,0.9962827266666667,1,0.1111111111111111,0.7336196,0.9266745244444444,0.0,0.0,0.0,0
gcc-mirror/gcc,2020-Q3,0.7777777777777778,0.0,0.2222222222222222,2,9,8,1.125,9,1,0.1111111111111111,0.9995546,3,0.3333333333333333,0.9988236333333332,3,0.3333333333333333,0.9648565433333335,2,0.2222222222222222,0.77661197,0.9382021188888889,0.0,0.0,0.0,0
gcc-mirror/gcc,2020-Q4,0.36363636363636365,0.0,0.6363636363636364,7,11,9,1.2222222222222223,11,4,0.36363636363636365,0.99082735,2,0.18181818181818182,0.978815185,5,0.45454545454545453,0.9955285899999999,0,0.0,,0.9907802472727273,0.0,0.0,0.0,0
gcc-mirror/gcc,2021-Q1,0.8,0.0,0.2,1,5,5,1.0,5,1,0.2,0.99821293,3,0.6,0.9541222899999999,1,0.2,0.9733925,0,0.0,,0.96679446,0.0,0.0,0.0,0
gcc-mirror/gcc,2021-Q2,1.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.7345283,0,0.0,,0.7345283,0.0,0.0,0.0,0
golang/go,2008-Q2,1.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,1,1.0,0.9948866,0,0.0,,0,0.0,,0.9948866,0.0,0.0,0.0,0
golang/go,2008-Q3,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.77988356,0,0.0,,0.77988356,0.0,0.0,0.0,0
golang/go,2008-Q4,0.0,0.0,0.5,1,2,2,1.0,2,0,0.0,,2,1.0,0.8395449500000001,0,0.0,,0,0.0,,0.8395449500000001,0.0,0.0,0.0,0
golang/go,2009-Q1,0.0,0.0,1.0,2,2,2,1.0,2,0,0.0,,1,0.5,0.99937195,1,0.5,0.9943065,0,0.0,,0.996839225,0.0,0.0,0.0,0
golang/go,2009-Q2,1.0,0.0,0.0,0,2,2,1.0,2,1,0.5,0.9996482,1,0.5,0.99016726,0,0.0,,0,0.0,,0.99490773,0.0,0.0,0.0,0
golang/go,2009-Q3,0.0,0.0,1.0,4,4,3,1.3333333333333333,4,0,0.0,,3,0.75,0.9990894066666667,1,0.25,0.9984712,0,0.0,,0.998934855,0.0,0.0,0.0,0
golang/go,2009-Q4,0.3333333333333333,0.0,0.6666666666666666,4,6,3,2.0,6,3,0.5,0.9945356866666666,2,0.3333333333333333,0.942533335,0,0.0,,1,0.16666666666666666,0.99961686,0.9780484316666667,0.0,0.0,0.0,0
golang/go,2010-Q1,0.3333333333333333,0.0,0.6666666666666666,2,3,3,1.0,3,0,0.0,,2,0.6666666666666666,0.9918090500000001,1,0.3333333333333333,0.99833846,0,0.0,,0.99398552,0.0,0.0,0.0,0
golang/go,2010-Q2,0.0,0.0,1.0,2,2,2,1.0,2,0,0.0,,1,0.5,0.76204795,1,0.5,0.9869277,0,0.0,,0.874487825,0.0,0.0,0.0,0
golang/go,2010-Q3,0.6666666666666666,0.0,0.3333333333333333,1,3,3,1.0,3,1,0.3333333333333333,0.62092245,0,0.0,,1,0.3333333333333333,0.99007773,1,0.3333333333333333,0.9995957,0.8701986266666667,0.0,0.0,0.0,0
golang/go,2010-Q4,0.5,0.0,0.5,1,2,2,1.0,2,1,0.5,0.99743193,0,0.0,,1,0.5,0.9977017,0,0.0,,0.997566815,0.0,0.0,0.0,0
golang/go,2011-Q1,0.25,0.0,0.75,3,4,3,1.3333333333333333,4,3,0.75,0.9888636666666667,0,0.0,,1,0.25,0.99877733,0,0.0,,0.9913420825,0.0,0.0,0.0,0
golang/go,2011-Q2,0.4,0.0,0.6,3,5,5,1.0,5,0,0.0,,3,0.6,0.9975961266666666,2,0.4,0.849008585,0,0.0,,0.93816111,0.0,0.0,0.0,0
golang/go,2011-Q3,0.0,0.2,0.8,4,5,4,1.25,5,2,0.4,0.9890848400000001,2,0.4,0.80614035,1,0.2,0.8451524,0,0.0,,0.887120556,0.0,0.0,0.0,0
golang/go,2011-Q4,0.6,0.0,0.4,2,5,4,1.25,5,1,0.2,0.9981211,2,0.4,0.9804300349999999,2,0.4,0.997036315,0,0.0,,0.99061076,0.0,0.0,0.0,0
golang/go,2012-Q1,0.5555555555555556,0.0,0.4444444444444444,4,9,7,1.2857142857142858,9,1,0.1111111111111111,0.9977964,4,0.4444444444444444,0.9815646275,4,0.4444444444444444,0.90303099,0,0.0,,0.9484643188888889,0.0,0.0,0.0,0
golang/go,2012-Q2,1.0,0.0,0.0,0,2,2,1.0,2,0,0.0,,1,0.5,0.998884,0,0.0,,1,0.5,0.9996278,0.9992559,0.0,0.0,0.0,0
golang/go,2012-Q3,0.0,0.0,1.0,2,2,2,1.0,2,0,0.0,,1,0.5,0.9992514,0,0.0,,1,0.5,0.9995964,0.9994239,0.0,0.0,0.0,0
golang/go,2012-Q4,1.0,0.0,0.0,0,3,3,1.0,3,3,1.0,0.9829897333333334,0,0.0,,0,0.0,,0,0.0,,0.9829897333333334,0.0,0.0,0.0,0
golang/go,2013-Q1,0.3333333333333333,0.0,0.6666666666666666,4,6,3,2.0,6,1,0.16666666666666666,0.9924725,2,0.3333333333333333,0.97528991,3,0.5,0.99156617,0,0.0,,0.986291805,0.0,0.0,0.0,0
golang/go,2013-Q2,0.5,0.0,0.5,1,2,1,2.0,2,0,0.0,,1,0.5,0.9993525,1,0.5,0.99765694,0,0.0,,0.99850472,0.0,0.0,0.0,0
golang/go,2013-Q3,0.6,0.0,0.4,2,5,2,2.5,5,0,0.0,,1,0.2,0.999132,3,0.6,0.9958900333333333,1,0.2,0.99957794,0.997276008,0.0,0.0,0.0,0
golang/go,2013-Q4,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.9982876,0,0.0,,0.9982876,0.0,0.0,0.0,0
golang/go,2014-Q1,0.75,0.0,0.25,1,4,4,1.0,4,1,0.25,0.99887735,1,0.25,0.96972084,1,0.25,0.99890256,1,0.25,0.9969367,0.9911093625,0.0,0.0,0.0,0
golang/go,2014-Q2,1.0,0.0,0.0,0,2,2,1.0,2,1,0.5,0.9995214,0,0.0,,0,0.0,,1,0.5,0.5163927,0.75795705,0.0,0.0,0.0,0
golang/go,2014-Q3,0.4,0.0,0.2,1,5,4,1.25,5,2,0.4,0.9151784000000001,1,0.2,0.6517878,2,0.4,0.6816435,0,0.0,,0.76908632,0.0,0.0,0.0,0
golang/go,2014-Q4,0.6666666666666666,0.0,0.3333333333333333,1,3,3,1.0,3,2,0.6666666666666666,0.90918813,0,0.0,,1,0.3333333333333333,0.94520456,0,0.0,,0.9211936066666667,0.0,0.0,0.0,0
golang/go,2015-Q1,0.5,0.0,0.5,3,6,6,1.0,6,0,0.0,,3,0.5,0.9979020333333333,3,0.5,0.9600836866666667,0,0.0,,0.97899286,0.0,0.0,0.0,0
golang/go,2015-Q2,0.5,0.0,0.5,3,6,6,1.0,6,1,0.16666666666666666,0.93357754,3,0.5,0.9145489566666667,1,0.16666666666666666,0.9991309,1,0.16666666666666666,0.86430293,0.92344304,0.0,0.0,0.0,0
golang/go,2015-Q3,0.8333333333333334,0.0,0.16666666666666666,1,6,5,1.2,6,1,0.16666666666666666,0.9594618,3,0.5,0.9970374,1,0.16666666666666666,0.9981194,1,0.16666666666666666,0.9995572,0.9913751,0.0,0.0,0.0,0
golang/go,2015-Q4,0.6,0.0,0.4,2,5,5,1.0,5,3,0.6,0.9989895133333334,1,0.2,0.89457446,1,0.2,0.9973008,0,0.0,,0.97776876,0.0,0.0,0.0,0
golang/go,2016-Q1,0.2857142857142857,0.0,0.7142857142857143,5,7,6,1.1666666666666667,7,0,0.0,,5,0.7142857142857143,0.986066772,1,0.14285714285714285,0.998548,1,0.14285714285714285,0.7726304,0.9573588942857142,0.0,0.0,0.0,0
golang/go,2016-Q2,0.8333333333333334,0.0,0.16666666666666666,1,6,6,1.0,6,0,0.0,,4,0.6666666666666666,0.98994003,1,0.16666666666666666,0.99239963,1,0.16666666666666666,0.99949884,0.9919430983333334,0.0,0.0,0.0,0
golang/go,2016-Q3,0.6,0.0,0.4,2,5,5,1.0,5,2,0.4,0.95818129,1,0.2,0.99052256,2,0.4,0.9925249650000001,0,0.0,,0.9783870140000002,0.0,0.0,0.0,0
golang/go,2016-Q4,0.6666666666666666,0.0,0.16666666666666666,1,6,6,1.0,6,4,0.6666666666666666,0.87471001,1,0.16666666666666666,0.6719395,0,0.0,,1,0.16666666666666666,0.99950325,0.8617137983333333,0.0,0.0,0.0,0
golang/go,2017-Q1,0.3333333333333333,0.0,0.5,3,6,6,1.0,6,0,0.0,,2,0.3333333333333333,0.913495485,2,0.3333333333333333,0.79334188,2,0.3333333333333333,0.999420565,0.9020859766666667,0.0,0.0,0.0,0
golang/go,2017-Q2,0.6,0.0,0.4,2,5,4,1.25,5,2,0.4,0.98126115,1,0.2,0.9974637,1,0.2,0.990069,1,0.2,0.99961215,0.98993343,0.0,0.0,0.0,0
golang/go,2017-Q3,0.4,0.0,0.6,3,5,4,1.25,5,1,0.2,0.84722286,1,0.2,0.9989103,2,0.4,0.986263635,1,0.2,0.99502546,0.962737178,0.0,0.0,0.0,0
golang/go,2017-Q4,0.2,0.0,0.6,3,5,5,1.0,5,1,0.2,0.9993761,2,0.4,0.9993006,1,0.2,0.6591554,1,0.2,0.9995222,0.9313309799999999,0.0,0.0,0.0,0
