repo,time_period,pBFC_rate,pRevert_rate,pBIC_rate,pBIC_count,total_commits_prod,unique_authors,avg_commits_per_author,total_commits_emotions,frustration_count,frustration_ratio,avg_frustration_score,satisfaction_count,satisfaction_ratio,avg_satisfaction_score,neutral_count,neutral_ratio,avg_neutral_score,caution_count,caution_ratio,avg_caution_score,avg_emotion_score_overall,avg_files_changed,avg_lines_added,avg_lines_deleted,commits_with_churn
angular/angular,2014-Q4,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.9988263,0,0.0,,0.9988263,0.0,0.0,0.0,0
angular/angular,2015-Q1,0.0,0.0,1.0,2,2,2,1.0,2,0,0.0,,0,0.0,,2,1.0,0.998172075,0,0.0,,0.998172075,0.0,0.0,0.0,0
angular/angular,2015-Q2,0.16666666666666666,0.16666666666666666,0.8333333333333334,5,6,5,1.2,6,0,0.0,,1,0.16666666666666666,0.99096346,4,0.6666666666666666,0.9474973025,1,0.16666666666666666,0.99909055,0.9633405366666666,0.0,0.0,0.0,0
angular/angular,2015-Q3,0.75,0.0,0.25,1,4,4,1.0,4,2,0.5,0.81489895,1,0.25,0.9893721,0,0.0,,1,0.25,0.9993691,0.904634775,0.0,0.0,0.0,0
angular/angular,2015-Q4,0.0,0.0,1.0,3,3,2,1.5,3,0,0.0,,2,0.6666666666666666,0.9344337,1,0.3333333333333333,0.9987413,0,0.0,,0.9558695666666667,0.0,0.0,0.0,0
angular/angular,2016-Q1,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.99926275,0,0.0,,0,0.0,,0.99926275,0.0,0.0,0.0,0
angular/angular,2016-Q2,0.0,0.0,1.0,3,3,3,1.0,3,2,0.6666666666666666,0.90318305,0,0.0,,0,0.0,,1,0.3333333333333333,0.95174897,0.9193716900000001,0.0,0.0,0.0,0
angular/angular,2016-Q3,0.0,0.0,1.0,3,3,2,1.5,3,0,0.0,,0,0.0,,2,0.6666666666666666,0.9714415,1,0.3333333333333333,0.9900345,0.9776391666666666,0.0,0.0,0.0,0
angular/angular,2016-Q4,0.0,0.0,1.0,2,2,2,1.0,2,0,0.0,,1,0.5,0.9957402,1,0.5,0.99842024,0,0.0,,0.99708022,0.0,0.0,0.0,0
angular/angular,2017-Q1,0.25,0.0,0.75,3,4,4,1.0,4,2,0.5,0.9994762500000001,1,0.25,0.9947674,1,0.25,0.9983315,0,0.0,,0.9980128500000001,0.0,0.0,0.0,0
angular/angular,2017-Q2,0.25,0.0,0.75,3,4,4,1.0,4,1,0.25,0.9976367,1,0.25,0.99584854,1,0.25,0.9983829,1,0.25,0.95870113,0.9876423175,0.0,0.0,0.0,0
angular/angular,2017-Q3,0.0,0.0,1.0,3,3,2,1.5,3,0,0.0,,1,0.3333333333333333,0.94573116,2,0.6666666666666666,0.99498365,0,0.0,,0.9785661533333334,0.0,0.0,0.0,0
angular/angular,2017-Q4,0.0,0.0,1.0,2,2,2,1.0,2,0,0.0,,0,0.0,,2,1.0,0.99746833,0,0.0,,0.99746833,0.0,0.0,0.0,0
angular/angular,2018-Q1,0.3333333333333333,0.0,0.6666666666666666,2,3,3,1.0,3,1,0.3333333333333333,0.9885324,2,0.6666666666666666,0.9838598000000001,0,0.0,,0,0.0,,0.9854173333333334,0.0,0.0,0.0,0
angular/angular,2018-Q2,0.3333333333333333,0.0,0.6666666666666666,2,3,3,1.0,3,0,0.0,,2,0.6666666666666666,0.97648415,1,0.3333333333333333,0.99780005,0,0.0,,0.9835894500000001,0.0,0.0,0.0,0
angular/angular,2018-Q3,0.3333333333333333,0.0,0.6666666666666666,2,3,2,1.5,3,1,0.3333333333333333,0.8709989,0,0.0,,2,0.6666666666666666,0.9986842250000001,0,0.0,,0.9561224500000001,0.0,0.0,0.0,0
angular/angular,2018-Q4,0.2,0.0,0.8,4,5,4,1.25,5,2,0.4,0.96643822,0,0.0,,2,0.4,0.9858143500000001,1,0.2,0.9996239,0.980825808,0.0,0.0,0.0,0
angular/angular,2019-Q1,0.3333333333333333,0.0,0.6666666666666666,4,6,6,1.0,6,2,0.3333333333333333,0.9943096849999999,2,0.3333333333333333,0.99903545,2,0.3333333333333333,0.9989432149999999,0,0.0,,0.9974294499999999,0.0,0.0,0.0,0
angular/angular,2019-Q2,0.2,0.0,0.8,4,5,5,1.0,5,2,0.4,0.941736825,2,0.4,0.91018062,1,0.2,0.99805367,0,0.0,,0.9403777120000001,0.0,0.0,0.0,0
angular/angular,2019-Q3,0.0,0.0,1.0,3,3,3,1.0,3,1,0.3333333333333333,0.7506918,1,0.3333333333333333,0.9993106,1,0.3333333333333333,0.99887806,0,0.0,,0.9162934866666667,0.0,0.0,0.0,0
angular/angular,2019-Q4,0.16666666666666666,0.0,0.8333333333333334,5,6,4,1.5,6,2,0.3333333333333333,0.968677435,0,0.0,,3,0.5,0.9969425800000001,1,0.16666666666666666,0.9996542,0.9879728016666668,0.0,0.0,0.0,0
angular/angular,2020-Q1,0.0,0.2,0.8,4,5,5,1.0,5,1,0.2,0.9995358,1,0.2,0.97214,3,0.6,0.8341042566666667,0,0.0,,0.8947977139999999,0.0,0.0,0.0,0
angular/angular,2020-Q2,0.0,0.0,1.0,3,3,3,1.0,3,1,0.3333333333333333,0.9996326,1,0.3333333333333333,0.9595046,1,0.3333333333333333,0.99493885,0,0.0,,0.9846920166666667,0.0,0.0,0.0,0
angular/angular,2020-Q3,1.0,0.0,0.0,0,3,3,1.0,3,1,0.3333333333333333,0.9988257,1,0.3333333333333333,0.99743915,1,0.3333333333333333,0.97382677,0,0.0,,0.9900305399999999,0.0,0.0,0.0,0
angular/angular,2020-Q4,0.0,0.0,1.0,3,3,3,1.0,3,0,0.0,,1,0.3333333333333333,0.99433666,2,0.6666666666666666,0.9987870750000001,0,0.0,,0.9973036033333335,0.0,0.0,0.0,0
angular/angular,2021-Q1,0.6666666666666666,0.0,0.3333333333333333,1,3,3,1.0,3,1,0.3333333333333333,0.53988093,0,0.0,,1,0.3333333333333333,0.99744403,1,0.3333333333333333,0.99895006,0.8454250066666668,0.0,0.0,0.0,0
apache/httpd,1999-Q4,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.9993135,0,0.0,,0,0.0,,0.9993135,0.0,0.0,0.0,0
apache/httpd,2000-Q1,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.8007826,0,0.0,,0,0.0,,0.8007826,0.0,0.0,0.0,0
apache/httpd,2000-Q2,0.5,0.0,0.5,1,2,2,1.0,2,2,1.0,0.99965908,0,0.0,,0,0.0,,0,0.0,,0.99965908,0.0,0.0,0.0,0
apache/httpd,2000-Q3,0.0,0.0,1.0,2,2,2,1.0,2,1,0.5,0.9981358,0,0.0,,0,0.0,,1,0.5,0.98595154,0.9920436699999999,0.0,0.0,0.0,0
apache/httpd,2000-Q4,0.0,0.0,1.0,5,5,2,2.5,5,0,0.0,,0,0.0,,4,0.8,0.994020975,1,0.2,0.89346874,0.973910528,0.0,0.0,0.0,0
apache/httpd,2001-Q1,0.6666666666666666,0.0,0.3333333333333333,1,3,2,1.5,3,2,0.6666666666666666,0.8228795250000001,1,0.3333333333333333,0.7869288,0,0.0,,0,0.0,,0.8108959499999999,0.0,0.0,0.0,0
apache/httpd,2001-Q2,0.0,0.0,1.0,2,2,2,1.0,2,1,0.5,0.58016604,1,0.5,0.9987785,0,0.0,,0,0.0,,0.7894722700000001,0.0,0.0,0.0,0
apache/httpd,2001-Q3,0.0,0.0,0.8,4,5,5,1.0,5,2,0.4,0.98947488,2,0.4,0.69866112,1,0.2,0.8392227,0,0.0,,0.84309894,0.0,0.0,0.0,0
apache/httpd,2001-Q4,0.4,0.0,0.6,3,5,5,1.0,5,2,0.4,0.9886528,2,0.4,0.99258265,0,0.0,,1,0.2,0.9966479,0.9918237599999999,0.0,0.0,0.0,0
apache/httpd,2002-Q1,0.0,0.0,1.0,6,6,4,1.5,6,1,0.16666666666666666,0.9990972,4,0.6666666666666666,0.9935994475,1,0.16666666666666666,0.9987099,0,0.0,,0.9953674816666668,0.0,0.0,0.0,0
apache/httpd,2002-Q2,0.3333333333333333,0.0,0.6666666666666666,4,6,5,1.2,6,2,0.3333333333333333,0.91495667,0,0.0,,4,0.6666666666666666,0.8711175425,0,0.0,,0.885730585,0.0,0.0,0.0,0
apache/httpd,2002-Q3,0.4,0.0,0.6,3,5,5,1.0,5,1,0.2,0.86677843,2,0.4,0.99847737,2,0.4,0.98057812,0,0.0,,0.964977882,0.0,0.0,0.0,0
apache/httpd,2002-Q4,0.0,0.0,1.0,2,2,1,2.0,2,0,0.0,,0,0.0,,2,1.0,0.99684558,0,0.0,,0.99684558,0.0,0.0,0.0,0
apache/httpd,2003-Q1,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.9927769,0,0.0,,0,0.0,,0.9927769,0.0,0.0,0.0,0
apache/httpd,2003-Q2,0.0,0.0,1.0,2,2,1,2.0,2,0,0.0,,1,0.5,0.87886477,1,0.5,0.99539465,0,0.0,,0.93712971,0.0,0.0,0.0,0
apache/httpd,2003-Q3,0.0,0.0,1.0,1,1,1,1.0,1,1,1.0,0.9992482,0,0.0,,0,0.0,,0,0.0,,0.9992482,0.0,0.0,0.0,0
apache/httpd,2003-Q4,1.0,0.0,0.0,0,1,1,1.0,1,1,1.0,0.9994937,0,0.0,,0,0.0,,0,0.0,,0.9994937,0.0,0.0,0.0,0
apache/httpd,2004-Q1,0.0,0.0,1.0,2,2,2,1.0,2,0,0.0,,0,0.0,,2,1.0,0.997084825,0,0.0,,0.997084825,0.0,0.0,0.0,0
apache/httpd,2004-Q2,1.0,0.0,0.0,0,1,1,1.0,1,1,1.0,0.9989513,0,0.0,,0,0.0,,0,0.0,,0.9989513,0.0,0.0,0.0,0
apache/httpd,2004-Q3,0.5,0.0,0.0,0,2,2,1.0,2,1,0.5,0.9965659,0,0.0,,1,0.5,0.5282368,0,0.0,,0.76240135,0.0,0.0,0.0,0
apache/httpd,2004-Q4,0.0,0.0,1.0,2,2,2,1.0,2,0,0.0,,1,0.5,0.99850297,1,0.5,0.9954205,0,0.0,,0.996961735,0.0,0.0,0.0,0
apache/httpd,2005-Q1,0.0,0.0,1.0,1,1,1,1.0,1,1,1.0,0.9996612,0,0.0,,0,0.0,,0,0.0,,0.9996612,0.0,0.0,0.0,0
apache/httpd,2005-Q2,1.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,1,1.0,0.9856755,0,0.0,,0,0.0,,0.9856755,0.0,0.0,0.0,0
apache/httpd,2005-Q3,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,0,0.0,,1,1.0,0.9993938,0.9993938,0.0,0.0,0.0,0
apache/httpd,2005-Q4,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.96152264,0,0.0,,0,0.0,,0.96152264,0.0,0.0,0.0,0
apache/httpd,2007-Q3,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.99457824,0,0.0,,0,0.0,,0.99457824,0.0,0.0,0.0,0
apache/httpd,2007-Q4,0.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.5218372,0,0.0,,0.5218372,0.0,0.0,0.0,0
apache/httpd,2008-Q1,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.9958533,0,0.0,,0.9958533,0.0,0.0,0.0,0
apache/httpd,2008-Q2,0.0,0.0,1.0,1,1,1,1.0,1,1,1.0,0.540122,0,0.0,,0,0.0,,0,0.0,,0.540122,0.0,0.0,0.0,0
apache/httpd,2008-Q4,0.0,0.0,1.0,2,2,2,1.0,2,1,0.5,0.9262274,0,0.0,,1,0.5,0.94105303,0,0.0,,0.933640215,0.0,0.0,0.0,0
apache/httpd,2009-Q1,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.9922346,0,0.0,,0.9922346,0.0,0.0,0.0,0
apache/httpd,2009-Q2,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.9912573,0,0.0,,0,0.0,,0.9912573,0.0,0.0,0.0,0
apache/httpd,2009-Q3,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,0,0.0,,1,1.0,0.99886453,0.99886453,0.0,0.0,0.0,0
apache/httpd,2009-Q4,1.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,0,0.0,,0,0.0,,1,1.0,0.9994824,0.9994824,0.0,0.0,0.0,0
apache/httpd,2010-Q1,0.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,1,1.0,0.63308775,0,0.0,,0,0.0,,0.63308775,0.0,0.0,0.0,0
apache/httpd,2010-Q2,0.0,0.0,1.0,1,1,1,1.0,1,1,1.0,0.9766266,0,0.0,,0,0.0,,0,0.0,,0.9766266,0.0,0.0,0.0,0
apache/httpd,2010-Q3,0.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,1,1.0,0.6486644,0,0.0,,0,0.0,,0.6486644,0.0,0.0,0.0,0
apache/httpd,2010-Q4,0.3333333333333333,0.0,0.6666666666666666,2,3,3,1.0,3,0,0.0,,1,0.3333333333333333,0.9961079,2,0.6666666666666666,0.9817694,0,0.0,,0.9865489,0.0,0.0,0.0,0
apache/httpd,2011-Q1,0.0,0.0,1.0,2,2,2,1.0,2,1,0.5,0.99954873,0,0.0,,1,0.5,0.9959668,0,0.0,,0.997757765,0.0,0.0,0.0,0
apache/httpd,2011-Q2,1.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,0,0.0,,0,0.0,,1,1.0,0.7305066,0.7305066,0.0,0.0,0.0,0
apache/httpd,2011-Q3,0.0,0.0,1.0,1,1,1,1.0,1,1,1.0,0.92808646,0,0.0,,0,0.0,,0,0.0,,0.92808646,0.0,0.0,0.0,0
apache/httpd,2011-Q4,1.0,0.0,0.0,0,2,2,1.0,2,0,0.0,,0,0.0,,1,0.5,0.9778389,1,0.5,0.7524915,0.8651652,0.0,0.0,0.0,0
apache/httpd,2012-Q1,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.99860674,0,0.0,,0.99860674,0.0,0.0,0.0,0
apache/httpd,2012-Q2,0.0,0.0,1.0,2,2,1,2.0,2,0,0.0,,1,0.5,0.99924576,1,0.5,0.9129779,0,0.0,,0.95611183,0.0,0.0,0.0,0
apache/httpd,2012-Q3,0.0,0.5,1.0,2,2,2,1.0,2,1,0.5,0.99742377,1,0.5,0.9989215,0,0.0,,0,0.0,,0.998172635,0.0,0.0,0.0,0
apache/httpd,2013-Q3,1.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.9989718,0,0.0,,0.9989718,0.0,0.0,0.0,0
apache/httpd,2013-Q4,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,0,0.0,,1,1.0,0.99930537,0.99930537,0.0,0.0,0.0,0
apache/httpd,2014-Q1,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.99339575,0,0.0,,0.99339575,0.0,0.0,0.0,0
apache/httpd,2014-Q2,1.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.995972,0,0.0,,0.995972,0.0,0.0,0.0,0
apache/httpd,2014-Q4,1.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,1,1.0,0.66234136,0,0.0,,0,0.0,,0.66234136,0.0,0.0,0.0,0
apache/httpd,2015-Q1,1.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,1,1.0,0.9105348,0,0.0,,0,0.0,,0.9105348,0.0,0.0,0.0,0
apache/httpd,2015-Q2,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.8941238,0,0.0,,0.8941238,0.0,0.0,0.0,0
apache/httpd,2015-Q3,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.99847955,0,0.0,,0.99847955,0.0,0.0,0.0,0
apache/httpd,2015-Q4,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.99905175,0,0.0,,0.99905175,0.0,0.0,0.0,0
apache/httpd,2016-Q1,0.0,0.0,0.6666666666666666,2,3,2,1.5,3,0,0.0,,1,0.3333333333333333,0.99927455,1,0.3333333333333333,0.6950791,1,0.3333333333333333,0.9993143,0.8978893166666667,0.0,0.0,0.0,0
apache/httpd,2016-Q2,1.0,0.0,0.0,0,1,1,1.0,1,0,0.0,,1,1.0,0.99781907,0,0.0,,0,0.0,,0.99781907,0.0,0.0,0.0,0
apache/httpd,2016-Q3,1.0,1.0,0.0,0,1,1,1.0,1,1,1.0,0.99934334,0,0.0,,0,0.0,,0,0.0,,0.99934334,0.0,0.0,0.0,0
apache/httpd,2016-Q4,1.0,0.0,0.0,0,1,1,1.0,1,1,1.0,0.9990753,0,0.0,,0,0.0,,0,0.0,,0.9990753,0.0,0.0,0.0,0
apache/httpd,2017-Q1,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.999159,0,0.0,,0,0.0,,0.999159,0.0,0.0,0.0,0
apache/httpd,2017-Q3,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,0,0.0,,1,1.0,0.9996669,0.9996669,0.0,0.0,0.0,0
apache/httpd,2017-Q4,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.9987463,0,0.0,,0.9987463,0.0,0.0,0.0,0
apache/httpd,2018-Q1,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.87796926,0,0.0,,0.87796926,0.0,0.0,0.0,0
apache/httpd,2018-Q2,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.9807643,0,0.0,,0.9807643,0.0,0.0,0.0,0
apache/httpd,2020-Q2,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.9990656,0,0.0,,0,0.0,,0.9990656,0.0,0.0,0.0,0
apache/spark,2010-Q4,0.0,0.0,1.0,1,1,1,1.0,1,1,1.0,0.99943703,0,0.0,,0,0.0,,0,0.0,,0.99943703,0.0,0.0,0.0,0
apache/spark,2012-Q3,1.0,0.0,0.0,0,2,2,1.0,2,0,0.0,,2,1.0,0.97042803,0,0.0,,0,0.0,,0.97042803,0.0,0.0,0.0,0
apache/spark,2012-Q4,0.0,0.0,1.0,2,2,2,1.0,2,0,0.0,,1,0.5,0.9984408,1,0.5,0.9684003,0,0.0,,0.98342055,0.0,0.0,0.0,0
apache/spark,2013-Q1,0.25,0.0,0.75,3,4,3,1.3333333333333333,4,3,0.75,0.8361371666666667,1,0.25,0.8293537,0,0.0,,0,0.0,,0.8344412999999999,0.0,0.0,0.0,0
apache/spark,2013-Q2,0.0,0.0,1.0,2,2,1,2.0,2,0,0.0,,0,0.0,,2,1.0,0.982961415,0,0.0,,0.982961415,0.0,0.0,0.0,0
apache/spark,2013-Q3,0.2,0.0,0.8,4,5,5,1.0,5,1,0.2,0.838156,2,0.4,0.9952954199999999,2,0.4,0.9953392000000001,0,0.0,,0.9638850480000001,0.0,0.0,0.0,0
apache/spark,2013-Q4,0.2,0.0,0.8,4,5,4,1.25,5,0,0.0,,3,0.6,0.9939510733333333,2,0.4,0.9500512999999999,0,0.0,,0.976391164,0.0,0.0,0.0,0
apache/spark,2014-Q1,0.25,0.0,0.75,3,4,4,1.0,4,0,0.0,,2,0.5,0.997767375,2,0.5,0.9875906249999999,0,0.0,,0.992679,0.0,0.0,0.0,0
apache/spark,2014-Q2,0.3333333333333333,0.0,0.6666666666666666,2,3,3,1.0,3,2,0.6666666666666666,0.9313468,1,0.3333333333333333,0.56288487,0,0.0,,0,0.0,,0.8085261566666667,0.0,0.0,0.0,0
apache/spark,2014-Q3,0.6,0.0,0.4,2,5,5,1.0,5,1,0.2,0.99907684,0,0.0,,4,0.8,0.9636471125,0,0.0,,0.9707330580000001,0.0,0.0,0.0,0
apache/spark,2014-Q4,0.4,0.0,0.6,3,5,4,1.25,5,0,0.0,,1,0.2,0.97285664,1,0.2,0.6563491,3,0.6,0.9993148399999999,0.9254300520000001,0.0,0.0,0.0,0
apache/spark,2015-Q1,1.0,0.0,0.0,0,4,4,1.0,4,3,0.75,0.9389408766666666,1,0.25,0.9982237,0,0.0,,0,0.0,,0.9537615825000001,0.0,0.0,0.0,0
apache/spark,2015-Q2,0.5,0.16666666666666666,0.5,3,6,5,1.2,6,3,0.5,0.9978617333333334,1,0.16666666666666666,0.9992908,2,0.3333333333333333,0.998995865,0,0.0,,0.9984779549999999,0.0,0.0,0.0,0
apache/spark,2015-Q3,0.7142857142857143,0.0,0.2857142857142857,2,7,5,1.4,7,1,0.14285714285714285,0.9993038,5,0.7142857142857143,0.992441412,1,0.14285714285714285,0.9987669,0,0.0,,0.9943253942857143,0.0,0.0,0.0,0
apache/spark,2015-Q4,0.16666666666666666,0.0,0.8333333333333334,5,6,6,1.0,6,2,0.3333333333333333,0.92326875,3,0.5,0.9828412000000001,0,0.0,,1,0.16666666666666666,0.99939334,0.9657424066666667,0.0,0.0,0.0,0
apache/spark,2016-Q1,0.8333333333333334,0.0,0.16666666666666666,1,6,6,1.0,6,2,0.3333333333333333,0.98974359,2,0.3333333333333333,0.9980442,2,0.3333333333333333,0.993953675,0,0.0,,0.9939138216666666,0.0,0.0,0.0,0
apache/spark,2016-Q2,1.0,0.14285714285714285,0.0,0,7,7,1.0,7,3,0.42857142857142855,0.9493027666666668,2,0.2857142857142857,0.992756965,2,0.2857142857142857,0.9965554249999999,0,0.0,,0.9752190114285714,0.0,0.0,0.0,0
apache/spark,2016-Q3,1.0,0.0,0.0,0,5,4,1.25,5,2,0.4,0.9628169799999999,3,0.6,0.9842913333333333,0,0.0,,0,0.0,,0.9757015920000001,0.0,0.0,0.0,0
apache/spark,2016-Q4,0.6666666666666666,0.0,0.3333333333333333,1,3,3,1.0,3,1,0.3333333333333333,0.99918884,0,0.0,,1,0.3333333333333333,0.67675436,1,0.3333333333333333,0.9995927,0.8918453,0.0,0.0,0.0,0
apache/spark,2017-Q1,1.0,0.0,0.0,0,3,3,1.0,3,1,0.3333333333333333,0.9730935,1,0.3333333333333333,0.99756867,1,0.3333333333333333,0.99908876,0,0.0,,0.9899169766666667,0.0,0.0,0.0,0
apache/spark,2017-Q2,1.0,0.0,0.0,0,3,3,1.0,3,0,0.0,,2,0.6666666666666666,0.95916826,1,0.3333333333333333,0.9230395,0,0.0,,0.94712534,0.0,0.0,0.0,0
apache/spark,2017-Q3,1.0,0.0,0.0,0,2,2,1.0,2,0,0.0,,1,0.5,0.9993747,1,0.5,0.53714323,0,0.0,,0.768258965,0.0,0.0,0.0,0
apache/spark,2017-Q4,1.0,0.0,0.0,0,2,2,1.0,2,0,0.0,,1,0.5,0.9976432,1,0.5,0.5625753,0,0.0,,0.78010925,0.0,0.0,0.0,0
apache/spark,2018-Q1,1.0,0.0,0.0,0,2,2,1.0,2,1,0.5,0.64126736,1,0.5,0.99925786,0,0.0,,0,0.0,,0.82026261,0.0,0.0,0.0,0
apache/spark,2018-Q2,1.0,0.0,0.0,0,2,2,1.0,2,1,0.5,0.9696112,0,0.0,,1,0.5,0.9110613,0,0.0,,0.94033625,0.0,0.0,0.0,0
apache/spark,2018-Q3,0.6666666666666666,0.0,0.3333333333333333,1,3,3,1.0,3,0,0.0,,1,0.3333333333333333,0.99833256,1,0.3333333333333333,0.96538335,1,0.3333333333333333,0.999089,0.9876016366666667,0.0,0.0,0.0,0
apache/spark,2018-Q4,1.0,0.0,0.0,0,1,1,1.0,1,1,1.0,0.85611355,0,0.0,,0,0.0,,0,0.0,,0.85611355,0.0,0.0,0.0,0
apache/spark,2019-Q1,1.0,0.0,0.0,0,2,2,1.0,2,0,0.0,,1,0.5,0.9497453,1,0.5,0.99915266,0,0.0,,0.97444898,0.0,0.0,0.0,0
apache/spark,2019-Q2,1.0,0.0,0.0,0,2,2,1.0,2,0,0.0,,1,0.5,0.9977841,0,0.0,,1,0.5,0.99960774,0.99869592,0.0,0.0,0.0,0
apache/spark,2019-Q3,1.0,0.0,0.0,0,3,3,1.0,3,1,0.3333333333333333,0.9985713,0,0.0,,0,0.0,,2,0.6666666666666666,0.99947715,0.9991752000000002,0.0,0.0,0.0,0
apache/spark,2019-Q4,1.0,0.0,0.0,0,3,3,1.0,3,1,0.3333333333333333,0.99941623,1,0.3333333333333333,0.99725085,1,0.3333333333333333,0.9529317,0,0.0,,0.9831995933333334,0.0,0.0,0.0,0
apache/spark,2020-Q1,1.0,0.0,0.0,0,2,2,1.0,2,1,0.5,0.993036,1,0.5,0.9984818,0,0.0,,0,0.0,,0.9957589,0.0,0.0,0.0,0
apache/spark,2020-Q2,1.0,0.0,0.0,0,2,2,1.0,2,1,0.5,0.99946016,0,0.0,,0,0.0,,1,0.5,0.9996431,0.99955163,0.0,0.0,0.0,0
apache/spark,2020-Q3,1.0,0.0,0.0,0,3,3,1.0,3,1,0.3333333333333333,0.99298674,1,0.3333333333333333,0.6381915,1,0.3333333333333333,0.8574132,0,0.0,,0.82953048,0.0,0.0,0.0,0
apache/spark,2020-Q4,1.0,0.0,0.0,0,3,3,1.0,3,0,0.0,,1,0.3333333333333333,0.997493,1,0.3333333333333333,0.99290717,1,0.3333333333333333,0.9995863,0.9966621566666666,0.0,0.0,0.0,0
apache/spark,2021-Q1,1.0,0.0,0.0,0,2,2,1.0,2,0,0.0,,1,0.5,0.99646807,0,0.0,,1,0.5,0.99929225,0.99788016,0.0,0.0,0.0,0
apple/swift,2011-Q3,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,0,0.0,,1,1.0,0.9956364,0,0.0,,0.9956364,0.0,0.0,0.0,0
apple/swift,2011-Q4,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.9988438,0,0.0,,0,0.0,,0.9988438,0.0,0.0,0.0,0
apple/swift,2012-Q1,0.0,0.0,1.0,1,1,1,1.0,1,0,0.0,,1,1.0,0.9955871,0,0.0,,0,0.0,,0.9955871,0.0,0.0,0.0,0
apple/swift,2012-Q2,0.3333333333333333,0.0,0.6666666666666666,2,3,3,1.0,3,0,0.0,,2,0.6666666666666666,0.9691894,1,0.3333333333333333,0.9221242,0,0.0,,0.953501,0.0,0.0,0.0,0
apple/swift,2012-Q3,0.0,0.0,0.5,1,2,2,1.0,2,0,0.0,,1,0.5,0.66678095,1,0.5,0.9982346,0,0.0,,0.8325077750000001,0.0,0.0,0.0,0
apple/swift,2012-Q4,1.0,0.0,0.0,0,2,2,1.0,2,0,0.0,,1,0.5,0.75034696,0,0.0,,1,0.5,0.999653,0.87499998,0.0,0.0,0.0,0
apple/swift,2013-Q1,0.0,0.0,1.0,3,3,2,1.5,3,2,0.6666666666666666,0.9846451199999999,1,0.3333333333333333,0.9991959,0,0.0,,0,0.0,,0.98949538,0.0,0.0,0.0,0
apple/swift,2013-Q2,0.2,0.0,0.8,4,5,4,1.25,5,2,0.4,0.994197685,2,0.4,0.99202329,1,0.2,0.8646231,0,0.0,,0.9674130099999999,0.0,0.0,0.0,0
apple/swift,2013-Q3,0.3333333333333333,0.0,0.6666666666666666,8,12,5,2.4,12,3,0.25,0.8731806333333333,6,0.5,0.9863257000000001,2,0.16666666666666666,0.9776383200000001,1,0.08333333333333333,0.99784374,0.9575513733333333,0.0,0.0,0.0,0
apple/swift,2013-Q4,0.09090909090909091,0.0,0.9090909090909091,10,11,8,1.375,11,2,0.18181818181818182,0.99877253,6,0.5454545454545454,0.988397355,3,0.2727272727272727,0.9941188799999999,0,0.0,,0.9918441663636363,0.0,0.0,0.0,0
